"Date","Afghanistan,","Albania,","Algeria,","Andorra,","Angola,","Antarctica,","AntiguaandBarbuda,","Argentina,","Armenia,","Australia,AustralianCapitalTerritory","Australia,NewSouthWales","Australia,NorthernTerritory","Australia,Queensland","Australia,SouthAustralia","Australia,Tasmania","Australia,Victoria","Australia,WesternAustralia","Austria,","Azerbaijan,","Bahamas,","Bahrain,","Bangladesh,","Barbados,","Belarus,","Belgium,","Belize,","Benin,","Bhutan,","Bolivia,","BosniaandHerzegovina,","Botswana,","Brazil,","Brunei,","Bulgaria,","BurkinaFaso,","Burma,","Burundi,","CaboVerde,","Cambodia,","Cameroon,","Canada,Alberta","Canada,BritishColumbia","Canada,DiamondPrincess","Canada,GrandPrincess","Canada,Manitoba","Canada,NewBrunswick","Canada,NewfoundlandandLabrador","Canada,NorthwestTerritories","Canada,NovaScotia","Canada,Nunavut","Canada,Ontario","Canada,PrinceEdwardIsland","Canada,Quebec","Canada,RepatriatedTravellers","Canada,Saskatchewan","Canada,Yukon","CentralAfricanRepublic,","Chad,","Chile,","China,Anhui","China,Beijing","China,Chongqing","China,Fujian","China,Gansu","China,Guangdong","China,Guangxi","China,Guizhou","China,Hainan","China,Hebei","China,Heilongjiang","China,Henan","China,HongKong","China,Hubei","China,Hunan","China,InnerMongolia","China,Jiangsu","China,Jiangxi","China,Jilin","China,Liaoning","China,Macau","China,Ningxia","China,Qinghai","China,Shaanxi","China,Shandong","China,Shanghai","China,Shanxi","China,Sichuan","China,Tianjin","China,Tibet","China,Unknown","China,Xinjiang","China,Yunnan","China,Zhejiang","Colombia,","Comoros,","Congo(Brazzaville),","Congo(Kinshasa),","CostaRica,","Coted'Ivoire,","Croatia,","Cuba,","Cyprus,","Czechia,","Denmark,FaroeIslands","Denmark,Greenland","Denmark,","DiamondPrincess,","Djibouti,","Dominica,","DominicanRepublic,","Ecuador,","Egypt,","ElSalvador,","EquatorialGuinea,","Eritrea,","Estonia,","Eswatini,","Ethiopia,","Fiji,","Finland,","France,FrenchGuiana","France,FrenchPolynesia","France,Guadeloupe","France,Martinique","France,Mayotte","France,NewCaledonia","France,Reunion","France,SaintBarthelemy","France,SaintPierreandMiquelon","France,StMartin","France,WallisandFutuna","France,","Gabon,","Gambia,","Georgia,","Germany,","Ghana,","Greece,","Grenada,","Guatemala,","Guinea,","Guinea-Bissau,","Guyana,","Haiti,","HolySee,","Honduras,","Hungary,","Iceland,","India,","Indonesia,","Iran,","Iraq,","Ireland,","Israel,","Italy,","Jamaica,","Japan,","Jordan,","Kazakhstan,","Kenya,","Kiribati,","Korea,North,","Korea,South,","Kosovo,","Kuwait,","Kyrgyzstan,","Laos,","Latvia,","Lebanon,","Lesotho,","Liberia,","Libya,","Liechtenstein,","Lithuania,","Luxembourg,","MSZaandam,","Madagascar,","Malawi,","Malaysia,","Maldives,","Mali,","Malta,","MarshallIslands,","Mauritania,","Mauritius,","Mexico,","Micronesia,","Moldova,","Monaco,","Mongolia,","Montenegro,","Morocco,","Mozambique,","Namibia,","Nauru,","Nepal,","Netherlands,Aruba","Netherlands,Bonaire,SintEustatiusandSaba","Netherlands,Curacao","Netherlands,SintMaarten","Netherlands,","NewZealand,CookIslands","NewZealand,Niue","NewZealand,","Nicaragua,","Niger,","Nigeria,","NorthMacedonia,","Norway,","Oman,","Pakistan,","Palau,","Panama,","PapuaNewGuinea,","Paraguay,","Peru,","Philippines,","Poland,","Portugal,","Qatar,","Romania,","Russia,","Rwanda,","SaintKittsandNevis,","SaintLucia,","SaintVincentandtheGrenadines,","Samoa,","SanMarino,","SaoTomeandPrincipe,","SaudiArabia,","Senegal,","Serbia,","Seychelles,","SierraLeone,","Singapore,","Slovakia,","Slovenia,","SolomonIslands,","Somalia,","SouthAfrica,","SouthSudan,","Spain,","SriLanka,","Sudan,","SummerOlympics2020,","Suriname,","Sweden,","Switzerland,","Syria,","Taiwan*,","Tajikistan,","Tanzania,","Thailand,","Timor-Leste,","Togo,","Tonga,","TrinidadandTobago,","Tunisia,","Turkey,","Tuvalu,","US,","Uganda,","Ukraine,","UnitedArabEmirates,","UnitedKingdom,Anguilla","UnitedKingdom,Bermuda","UnitedKingdom,BritishVirginIslands","UnitedKingdom,CaymanIslands","UnitedKingdom,ChannelIslands","UnitedKingdom,FalklandIslands(Malvinas)","UnitedKingdom,Gibraltar","UnitedKingdom,Guernsey","UnitedKingdom,IsleofMan","UnitedKingdom,Jersey","UnitedKingdom,Montserrat","UnitedKingdom,PitcairnIslands","UnitedKingdom,SaintHelena,AscensionandTristandaCunha","UnitedKingdom,TurksandCaicosIslands","UnitedKingdom,","Uruguay,","Uzbekistan,","Vanuatu,","Venezuela,","Vietnam,","WestBankandGaza,","WinterOlympics2022,","Yemen,","Zambia,","Zimbabwe,"
NA,129988469,185562654,182741650,24547525,60025203,4961,4310255,5625482921,285491323,68002520,1235098031,33394958,557839164,253224568,81996866,927696252,351612522,2210457634,493546661,21502145,357306683,1309367681,39648490,593651097,2280497649,34174927,16903440,22329795,605712604,247573190,171155988,21182690594,80268412,683611436,14552323,374668250,23149109,37537089,79416169,83367548,340124808,216670574,32,14133,81375007,30028058,19711484,4789531,45907761,1624401,784687843,17532450,637889732,10868,79220439,2095194,10342778,5205330,2352869754,1315405,5297985,2028622,2915562,593639,13185220,1708565,439437,2168803,1537592,2449734,2953260,663329878,76959226,1797419,1920891,1806179,1367695,14422159,1105226,443907,193514,129035,2156027,1976980,22452124,991489,2999203,1232414,291917,322612520,1197879,1930520,2897066,4214829115,5129203,16149296,56799866,577119257,58041099,647706645,626193537,253807006,2439147631,14695825,5166134,1441791253,796020,11829935,6627068,399963958,584150381,334600873,113567058,11448174,6235402,291006254,42980649,321253355,36794437,529055121,50323143,42524612,83236250,87938420,24311005,29091897,189044287,2475216,1161230,5791443,788871,15589225512,31568025,8425604,898731351,13686043720,117781853,1964682966,8143276,578700431,27081703,5789358,37410507,22170826,26807,302670683,1142912051,82359288,29131119694,3692406698,4612422449,1609076462,801077962,2221969354,10083161678,82599171,7338211631,991230386,864952333,221315836,1396540,300,8467888968,152691820,413219780,146035075,92246655,412014336,695765599,19994674,5024859,308848756,8971160,608270188,141673313,9665,44143489,54666386,2374175078,99525516,19265306,55970183,3135141,37307802,104989937,3944108014,4073178,342675759,6720550,487716693,153358754,802955610,136885472,104777930,1184912,653536904,22046253,4937810,23320332,5714520,4053844551,2100967,69378,587613164,10111277,6313963,188300124,202398382,646890941,273461449,1079772495,2074263,558467809,24996001,434528549,2499413018,2281636877,3643680024,2405740042,282392958,1760871192,10578569842,77702485,2981130,13983991,4860875,4965233,10185486,3753278,576241072,59667120,1229634680,24270209,5661556,723549534,1354411039,571300536,7770208,17864013,2613099489,11968118,7071275148,394357499,42936981,498688,44282284,1471014062,1912980451,35209217,1966380260,15269261,19173667,2095658184,13419221,22732219,4975228,83638566,644407283,8840742699,322901,53813184406,103587926,3190613850,653554125,1584536,7960882,3442495,11971733,0,604830,9926484,12210394,16241537,25842646,414462,932,353859,3654433,12024062456,498924080,160141741,3782631,341179029,4314591370,412543696,214462,7879435,195953683,140385286
